sys_RespNum,sys_RespStatus,sys_DataSource,sys_StartTime,sys_EndTime,sys_ElapsedTime,sys_SumPageTimes,sys_StartTimeStamp,sys_EndTimeStamp,sys_RespRemoved,sys_DispositionCode,sys_LastQuestion,sys_UserJavaScript,sys_UserAgent,sys_OperatingSystem,sys_Browser,sys_IPAddress,sys_ScreenWidth,sys_CAPIDeviceID,Consent,CBCwatchexercise_Random1,CBCwatchexercise_Random2,CBCwatchexercise_Random3,CBCwatchexercise_Random4,CBCwatchexercise_Fixed1,CBCwatchexercise_Random5,CBCwatchexercise_Random6,CBCwatchexercise_Fixed2,CBCwatchexercise_Random7,CBCwatchexercise_Fixed3,CBCwatchexercise_Random8,CBCwatchexercise_Random9,CBCwatchexercise_Random10,CBCwatchexercise_Random11,CBCwatchexercise_Random12,PilotTestOpenEnded,OwnWatch,LuxuryWatch,IMC,DemoAge,DemoGender,DemoGender_4_other,DemoEducation,sys_CBCVersion_CBCwatchexercise,sys_CBCDesignID_CBCwatchexercise,sys_pagetime_1,sys_pagetime_2,sys_pagetime_3,sys_pagetime_4,sys_pagetime_5,sys_pagetime_6,sys_pagetime_7,sys_pagetime_8,sys_pagetime_9,sys_pagetime_10,sys_pagetime_11,sys_pagetime_12,sys_pagetime_13,sys_pagetime_14,sys_pagetime_15,sys_pagetime_16,sys_pagetime_17,sys_pagetime_18,sys_pagetime_19,sys_pagetime_20,sys_pagetime_21,sys_pagetime_22,sys_pagetime_23,OwnWatchSegment,PROLIFICPID,OpenEndProdCatShoes,OpenEndProdCatCars,OpenEndProdCatWatches,WarmUp1,WarmUp2,WarmUp3,DemoOwnWatch,DemoTypeOfWatch,DemoWatchUseCase_1,DemoWatchUseCase_2,DemoWatchUseCase_3,DemoWatchUseCase_4,DemoWatchWTP,DemoBrandRecognition,OpenEndedIdealWatch,DemoAestheticImportance1_1,DemoAestheticImportance2_1,DemoTimeSpentGrooming,DemoIncome,DemoRentOwn,DemoSocialMedia,sys_pagetime_24,sys_pagetime_25,sys_pagetime_26,sys_pagetime_27,sys_pagetime_28,sys_pagetime_29,sys_pagetime_30,DemoAge_real,DemoEducation_real,DemoIncome_real,DemoSocialMedia_real,DemoAestheticImportance1_1_real,DemoAestheticImportance2_1_real,DemoTimeSpentGrooming_real,DemoOwnWatch_real,DemoWatchWTP_real
29,5.0,1.0,06 Mar 2023 - 00:31:31 EST,06 Mar 2023 - 00:34:04 EST,153.0,153.0,1678080691.0,1678080844.0,0.0,,TerminateComplete,1.0,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/110.0.0.0 Safari/537.36",Windows 10.0,Chrome 110.0.0.0,2603:7000:aa00:5608:dd1f:6803:d0f2:3f7a,1519.0,,1.0,2.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,,,,5.0,2.0,1.0,,5.0,29.0,CBC1_1677959355_6,,6.0,7.0,4.0,5.0,9.0,8.0,4.0,2.0,2.0,6.0,3.0,3.0,1.0,3.0,3.0,3.0,2.0,2.0,2.0,2.0,3.0,4.0,,5c15339510f812000174f35e,shoe,car,watch,1.0,2.0,2.0,1.0,3.0,1.0,0.0,1.0,0.0,5.0,4.0,Unique and stunning,4.0,4.0,2.0,11.0,1.0,4.0,4.0,5.0,4.0,10.0,23.0,11.0,12.0,-1.5,1.0,4.5,0.5,1.0,1.0,-1.5,1.0,1.0
30,5.0,1.0,06 Mar 2023 - 00:31:45 EST,06 Mar 2023 - 00:35:21 EST,216.0,214.0,1678080705.0,1678080921.0,0.0,,TerminateComplete,1.0,"Mozilla/5.0 (Linux; Android 11) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/110.0.0.0 Mobile Safari/537.36",Android 11,Chrome 110.0.0.0,2601:281:cf80:7290:2148:13b8:8912:889e,432.0,,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,,,,5.0,2.0,1.0,,2.0,30.0,CBC1_1677959355_6,,9.0,7.0,4.0,5.0,9.0,37.0,9.0,3.0,3.0,6.0,5.0,3.0,3.0,4.0,4.0,4.0,3.0,4.0,7.0,4.0,4.0,6.0,,63cff02ee037183a8c260ea8,Shoes,Cars,Watches,1.0,2.0,2.0,1.0,4.0,1.0,1.0,0.0,0.0,6.0,3.0,"Gold, clean look, basic funxtions",5.0,5.0,4.0,4.0,1.0,6.0,3.0,4.0,4.0,10.0,24.0,10.0,16.0,-1.5,-2.0,-2.5,2.5,2.0,2.0,0.5,1.0,2.0
31,5.0,1.0,06 Mar 2023 - 00:31:55 EST,06 Mar 2023 - 00:39:27 EST,452.0,452.0,1678080715.0,1678081167.0,0.0,,TerminateComplete,1.0,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/110.0.0.0 Safari/537.36",Windows 10.0,Chrome 110.0.0.0,108.30.182.44,1506.0,,1.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,,,,5.0,4.0,1.0,,3.0,31.0,CBC1_1677959355_6,,19.0,32.0,10.0,6.0,18.0,32.0,17.0,5.0,6.0,8.0,3.0,5.0,3.0,9.0,11.0,4.0,8.0,11.0,4.0,6.0,4.0,16.0,,60b9af795939f976cb74232a,shoes,cars,watches,1.0,2.0,2.0,1.0,4.0,0.0,1.0,0.0,0.0,7.0,4.0,"I like big watches with round faces. I like there to be 2 or 3 colors to the watch, including the band. Small, real diamonds are a plus.",5.0,5.0,5.0,5.0,2.0,6.0,4.0,4.0,16.0,42.0,103.0,28.0,18.0,0.5,-1.0,-1.5,2.5,2.0,2.0,1.5,1.0,3.0
32,5.0,1.0,06 Mar 2023 - 00:32:00 EST,06 Mar 2023 - 00:34:15 EST,135.0,134.0,1678080720.0,1678080855.0,0.0,,TerminateComplete,1.0,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/110.0.0.0 Safari/537.36",Mac OS X 10.15.7,Chrome 110.0.0.0,172.59.104.116,1440.0,,1.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,5.0,2.0,2.0,,4.0,32.0,CBC1_1677959355_6,,5.0,5.0,3.0,5.0,3.0,2.0,4.0,2.0,3.0,5.0,3.0,3.0,6.0,2.0,4.0,2.0,3.0,3.0,4.0,3.0,3.0,2.0,,5f5a5916d66aea0e98ed1554,shoes,cars,watches,2.0,2.0,2.0,1.0,1.0,1.0,1.0,0.0,0.0,5.0,6.0,"bulky, dark color face, metal band",4.0,4.0,5.0,6.0,1.0,4.0,3.0,3.0,3.0,5.0,25.0,6.0,14.0,-1.5,0.0,-0.5,0.5,1.0,1.0,1.5,1.0,1.0
33,5.0,1.0,06 Mar 2023 - 00:33:30 EST,06 Mar 2023 - 00:36:05 EST,155.0,152.0,1678080810.0,1678080965.0,0.0,,TerminateComplete,1.0,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/110.0.0.0 Safari/537.36",Windows 10.0,Chrome 110.0.0.0,2600:1702:e90:4d00:a56d:faf8:24eb:35a4,2543.0,,1.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,,,,5.0,2.0,1.0,,5.0,33.0,CBC1_1677959355_6,,2.0,5.0,4.0,5.0,9.0,1.0,10.0,2.0,1.0,5.0,5.0,2.0,3.0,2.0,2.0,1.0,5.0,3.0,2.0,5.0,3.0,3.0,,5aeafd36c8a6fd0001d8422c,shoes,cars,watches,1.0,2.0,2.0,1.0,3.0,1.0,0.0,1.0,1.0,2.0,4.0,"Smart features like health tracking, weather, texts, emails.  Mostly metal with some leather accents",4.0,4.0,3.0,8.0,2.0,5.0,1.0,3.0,2.0,5.0,47.0,5.0,9.0,-1.5,1.0,1.5,1.5,1.0,1.0,-0.5,1.0,-2.0
34,5.0,1.0,06 Mar 2023 - 00:33:31 EST,06 Mar 2023 - 00:39:15 EST,344.0,342.0,1678080811.0,1678081155.0,0.0,,TerminateComplete,1.0,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/16.2 Safari/605.1.15",Mac OS X 10.15.7,Safari 16.2,24.117.117.78,1080.0,,1.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,1.0,,,,5.0,3.0,1.0,,6.0,34.0,CBC1_1677959355_6,,16.0,4.0,4.0,6.0,26.0,60.0,9.0,4.0,3.0,4.0,5.0,2.0,3.0,12.0,2.0,6.0,10.0,4.0,5.0,4.0,4.0,5.0,,6335d094ca5827c5d63b143f,Shoes,Cars,Warches,2.0,2.0,2.0,1.0,3.0,1.0,1.0,1.0,0.0,6.0,3.0,Stylish yet functional. Easy to swap bands. A watch that can be worn for all occasions.,4.0,4.0,3.0,12.0,2.0,4.0,3.0,42.0,3.0,10.0,55.0,14.0,17.0,-0.5,2.0,5.5,0.5,1.0,1.0,-0.5,1.0,2.0
35,5.0,1.0,06 Mar 2023 - 00:33:46 EST,06 Mar 2023 - 00:36:22 EST,156.0,155.0,1678080826.0,1678080982.0,0.0,,TerminateComplete,1.0,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/110.0.0.0 Safari/537.36",Windows 10.0,Chrome 110.0.0.0,2601:14d:4d81:2670:ad66:efdf:d2a2:187d,2543.0,,1.0,1.0,2.0,1.0,2.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,,,,5.0,3.0,1.0,,5.0,35.0,CBC1_1677959355_6,,4.0,7.0,2.0,2.0,6.0,3.0,13.0,4.0,3.0,6.0,2.0,2.0,2.0,4.0,3.0,4.0,3.0,4.0,3.0,3.0,2.0,6.0,,55bc99e3fdf99b06452252f8,shoe,car,watch,1.0,2.0,2.0,1.0,3.0,1.0,1.0,1.0,0.0,4.0,4.0,simple,5.0,5.0,5.0,11.0,2.0,6.0,3.0,3.0,3.0,9.0,29.0,8.0,12.0,-0.5,1.0,4.5,2.5,2.0,2.0,1.5,1.0,0.0
36,5.0,1.0,06 Mar 2023 - 00:33:47 EST,06 Mar 2023 - 00:39:41 EST,354.0,351.0,1678080827.0,1678081181.0,0.0,,TerminateComplete,1.0,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/110.0.0.0 Safari/537.36",Mac OS X 10.15.7,Chrome 110.0.0.0,67.188.211.3,1278.0,,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,1.0,2.0,1.0,,,,5.0,2.0,1.0,,7.0,36.0,CBC1_1677959355_6,,13.0,9.0,3.0,5.0,7.0,3.0,50.0,55.0,24.0,16.0,5.0,11.0,3.0,4.0,8.0,4.0,6.0,4.0,4.0,5.0,3.0,4.0,,63e51de484772277000f1b66,Shoes,cars,watches,1.0,2.0,2.0,4.0,1.0,1.0,0.0,0.0,0.0,3.0,4.0,"Simple, slim, not bulky, oval",3.0,2.0,2.0,12.0,1.0,6.0,12.0,9.0,5.0,10.0,43.0,11.0,15.0,-1.5,3.0,5.5,2.5,0.0,-1.0,-1.5,4.0,-1.0
37,5.0,1.0,06 Mar 2023 - 00:34:30 EST,06 Mar 2023 - 00:37:09 EST,159.0,157.0,1678080870.0,1678081029.0,0.0,,TerminateComplete,1.0,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/110.0.0.0 Safari/537.36",Windows 10.0,Chrome 110.0.0.0,24.21.4.39,1325.0,,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,,,,5.0,4.0,1.0,,2.0,37.0,CBC1_1677959355_6,,4.0,7.0,4.0,2.0,7.0,11.0,9.0,3.0,3.0,6.0,5.0,5.0,4.0,3.0,3.0,3.0,3.0,5.0,12.0,6.0,3.0,4.0,,5c616465b672de0001fd3ac6,Shoes,cars,watches,1.0,2.0,2.0,5.0,,,,,,,,,5.0,5.0,4.0,8.0,1.0,6.0,6.0,5.0,4.0,,,8.0,22.0,0.5,-2.0,1.5,2.5,2.0,2.0,0.5,5.0,
38,5.0,1.0,06 Mar 2023 - 00:36:12 EST,06 Mar 2023 - 00:38:10 EST,118.0,115.0,1678080972.0,1678081090.0,0.0,,TerminateComplete,1.0,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/110.0.0.0 Safari/537.36",Windows 10.0,Chrome 110.0.0.0,2600:1700:1303:c8c0:1838:e61e:6a0b:d0c9,1903.0,,1.0,2.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,2.0,1.0,,,,5.0,2.0,1.0,,6.0,38.0,CBC1_1677959355_6,,6.0,5.0,3.0,3.0,12.0,9.0,5.0,4.0,3.0,3.0,2.0,3.0,2.0,2.0,2.0,2.0,3.0,3.0,1.0,2.0,3.0,1.0,,5f3af0d80bf2cb7a4b024a91,shoes,cars,watches,1.0,2.0,2.0,5.0,,,,,,,,,4.0,4.0,3.0,5.0,1.0,2.0,3.0,1.0,6.0,,,13.0,13.0,-1.5,2.0,-1.5,-1.5,1.0,1.0,-0.5,5.0,
39,5.0,1.0,06 Mar 2023 - 00:36:53 EST,06 Mar 2023 - 00:41:23 EST,270.0,267.0,1678081013.0,1678081283.0,0.0,,TerminateComplete,1.0,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/110.0.0.0 Safari/537.36",Windows 10.0,Chrome 110.0.0.0,2600:1700:ce00:4510:a06f:5e3e:6c2f:9355,1903.0,,1.0,2.0,1.0,2.0,2.0,1.0,2.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,,,,5.0,4.0,1.0,,5.0,39.0,CBC1_1677959355_6,,16.0,15.0,7.0,7.0,21.0,23.0,14.0,3.0,4.0,3.0,4.0,4.0,2.0,3.0,3.0,4.0,2.0,16.0,3.0,2.0,5.0,2.0,,58a202ac66e4640001c52bfd,shoes,cars,watches,1.0,2.0,2.0,1.0,1.0,1.0,1.0,0.0,0.0,3.0,5.0,"metal band, non-battery, rugged, stylish",4.0,4.0,3.0,11.0,2.0,6.0,4.0,3.0,4.0,18.0,38.0,20.0,17.0,0.5,1.0,4.5,2.5,1.0,1.0,-0.5,1.0,-1.0
40,2.0,1.0,06 Mar 2023 - 00:38:23 EST,06 Mar 2023 - 00:38:51 EST,28.0,27.0,1678081103.0,1678081131.0,0.0,,IntroCBC,1.0,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/110.0.0.0 Safari/537.36",Mac OS X 10.15.7,Chrome 110.0.0.0,24.107.177.212,1728.0,,1.0,,,,,,,,,,,,,,,,,,,5.0,,,,,,,,6.0,6.0,4.0,2.0,9.0,,,,,,,,,,,,,,,,,,,6318aa1ff69a5905cb30295d,shoes,cars,watches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41,5.0,1.0,06 Mar 2023 - 00:40:35 EST,06 Mar 2023 - 00:42:50 EST,135.0,131.0,1678081235.0,1678081370.0,0.0,,TerminateComplete,1.0,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/110.0.0.0 Safari/537.36",Mac OS X 10.15.7,Chrome 110.0.0.0,2601:243:1f01:1fa0:243e:bd18:6f77:39c7,1440.0,,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,,,,5.0,2.0,2.0,,5.0,41.0,CBC1_1677959355_6,,6.0,8.0,4.0,4.0,10.0,4.0,4.0,2.0,2.0,4.0,3.0,2.0,4.0,2.0,2.0,2.0,2.0,4.0,3.0,2.0,2.0,3.0,,62ead1ef3d160a9d666c0bac,shoes,cars,watches,2.0,1.0,1.0,1.0,3.0,1.0,0.0,1.0,0.0,3.0,2.0,elegant trendy and beautiful,5.0,4.0,5.0,4.0,1.0,6.0,1.0,2.0,3.0,7.0,18.0,7.0,14.0,-1.5,1.0,-2.5,2.5,2.0,1.0,1.5,1.0,-1.0
42,4.0,1.0,06 Mar 2023 - 00:42:50 EST,06 Mar 2023 - 00:43:33 EST,43.0,43.0,1678081370.0,1678081413.0,0.0,,TeminateIncomplete,1.0,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/110.0.0.0 Safari/537.36",Windows 10.0,Chrome 110.0.0.0,2600:1700:35f4:25d0:5d8:1685:fd49:4188,2048.0,,1.0,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,3.0,18.0,6.0,5.0,11.0,,,,,,,,,,,,,,,,,,,585716b522a6220001da6cb4,shoes,cars,watches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43,5.0,1.0,06 Mar 2023 - 00:42:59 EST,06 Mar 2023 - 00:49:13 EST,374.0,372.0,1678081379.0,1678081753.0,0.0,,TerminateComplete,1.0,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/110.0.0.0 Safari/537.36",Windows 10.0,Chrome 110.0.0.0,98.153.62.253,2114.0,,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,,,,5.0,3.0,1.0,,5.0,43.0,CBC1_1677959355_6,,10.0,20.0,8.0,13.0,37.0,13.0,11.0,5.0,4.0,9.0,7.0,4.0,4.0,8.0,6.0,4.0,5.0,12.0,3.0,3.0,4.0,3.0,,595bdc5b57e9520001f78eef,shoes,cars,watches,1.0,2.0,2.0,5.0,,,,,,,,,2.0,2.0,2.0,6.0,1.0,4.0,5.0,2.0,10.0,,,136.0,26.0,-0.5,1.0,-0.5,0.5,-1.0,-1.0,-1.5,5.0,
44,5.0,1.0,06 Mar 2023 - 00:43:52 EST,06 Mar 2023 - 00:46:42 EST,170.0,166.0,1678081432.0,1678081602.0,0.0,,TerminateComplete,1.0,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_13_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/108.0.0.0 Safari/537.36",Mac OS X 10.13.6,Chrome 108.0.0.0,2600:6c52:6f00:f35:7481:4225:be52:f08a,1280.0,,1.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,2.0,2.0,,,,5.0,3.0,1.0,,5.0,44.0,CBC1_1677959355_6,,4.0,10.0,7.0,7.0,11.0,4.0,4.0,4.0,3.0,10.0,3.0,4.0,3.0,4.0,2.0,2.0,2.0,3.0,2.0,3.0,2.0,3.0,,5e7072e5fb136c63e94f3fa4,shoes,cars,watches,1.0,2.0,2.0,1.0,3.0,1.0,1.0,1.0,1.0,5.0,4.0,"classy and sleek, tells time along with weather",4.0,4.0,4.0,9.0,2.0,1.0,3.0,3.0,5.0,9.0,25.0,9.0,15.0,-0.5,1.0,2.5,-2.5,1.0,1.0,0.5,1.0,1.0
45,5.0,1.0,06 Mar 2023 - 00:44:18 EST,06 Mar 2023 - 00:50:03 EST,345.0,344.0,1678081458.0,1678081803.0,0.0,,TerminateComplete,1.0,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/110.0.0.0 Safari/537.36",Windows 10.0,Chrome 110.0.0.0,2601:204:eb7f:a7b0:1842:c084:d6a2:5ced,1903.0,,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,2.0,2.0,,,,5.0,3.0,1.0,,6.0,45.0,CBC1_1677959355_6,,5.0,29.0,8.0,8.0,15.0,54.0,5.0,5.0,5.0,5.0,4.0,6.0,5.0,6.0,4.0,3.0,3.0,3.0,3.0,3.0,5.0,4.0,,5edd7f96ca05b8a8b4eebeb4,Shoes,Cars,Watches,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,4.0,"A watch that is waterproof, durable, stylish, and customizable. Something that can fits with any outfit or occasion. Ideally a watch that can have different type of bands and still look great",4.0,4.0,3.0,4.0,2.0,5.0,3.0,6.0,6.0,15.0,88.0,16.0,22.0,-0.5,2.0,-2.5,1.5,1.0,1.0,-0.5,1.0,0.0
46,5.0,1.0,06 Mar 2023 - 00:44:39 EST,06 Mar 2023 - 00:48:34 EST,235.0,234.0,1678081479.0,1678081714.0,0.0,,TerminateComplete,1.0,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/110.0.0.0 Safari/537.36",Windows 10.0,Chrome 110.0.0.0,66.170.216.126,1263.0,,1.0,2.0,1.0,2.0,2.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,,,,5.0,3.0,1.0,,5.0,46.0,CBC1_1677959355_6,,12.0,12.0,10.0,9.0,17.0,13.0,6.0,3.0,4.0,4.0,5.0,4.0,3.0,2.0,7.0,3.0,3.0,3.0,5.0,3.0,3.0,3.0,,5fdeb821bbdf7f6a1815d08f,Shoes,Automobile,watches,1.0,2.0,2.0,1.0,4.0,1.0,1.0,0.0,0.0,6.0,6.0,"Light, attractive, acurate",4.0,5.0,4.0,11.0,2.0,5.0,5.0,1.0,8.0,12.0,37.0,17.0,20.0,-0.5,1.0,4.5,1.5,1.0,2.0,0.5,1.0,2.0
47,5.0,1.0,06 Mar 2023 - 00:44:47 EST,06 Mar 2023 - 00:56:25 EST,698.0,692.0,1678081487.0,1678082185.0,0.0,,TerminateComplete,1.0,"Mozilla/5.0 (Windows NT 6.3; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/109.0.0.0 Safari/537.36 Edg/109.0.1518.78",Windows 8.1,Edg 109.0.1518.78,68.174.164.115,1903.0,,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,1.0,1.0,,,,5.0,2.0,1.0,,5.0,47.0,CBC1_1677959355_6,,13.0,12.0,280.0,9.0,28.0,15.0,7.0,7.0,9.0,18.0,7.0,5.0,5.0,8.0,41.0,6.0,5.0,4.0,9.0,3.0,7.0,15.0,,59a1ddac5dfd6b000152601f,shoes,cars,watches,1.0,2.0,1.0,1.0,4.0,1.0,1.0,0.0,0.0,4.0,4.0,I think a gold or silver watch face with brown or black leather straps.,4.0,4.0,4.0,6.0,2.0,5.0,4.0,4.0,14.0,20.0,93.0,27.0,17.0,-1.5,1.0,-0.5,1.5,1.0,1.0,0.5,1.0,0.0
48,5.0,1.0,06 Mar 2023 - 00:46:24 EST,06 Mar 2023 - 00:51:48 EST,324.0,321.0,1678081584.0,1678081908.0,0.0,,TerminateComplete,1.0,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/110.0.0.0 Safari/537.36",Windows 10.0,Chrome 110.0.0.0,2600:8800:169b:f00:acea:f823:a59d:c58a,1349.0,,1.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,2.0,2.0,,,,5.0,4.0,2.0,,4.0,48.0,CBC1_1677959355_6,,70.0,17.0,21.0,7.0,21.0,20.0,13.0,9.0,4.0,9.0,9.0,4.0,4.0,5.0,6.0,6.0,14.0,9.0,5.0,3.0,4.0,4.0,,614e7b3a166756f594091945,shoes,vehicles,watches,2.0,1.0,1.0,5.0,,,,,,,,,2.0,5.0,5.0,3.0,1.0,6.0,5.0,3.0,9.0,,,25.0,15.0,0.5,0.0,-3.5,2.5,-1.0,2.0,1.5,5.0,
49,5.0,1.0,06 Mar 2023 - 00:47:06 EST,06 Mar 2023 - 00:57:50 EST,644.0,640.0,1678081626.0,1678082270.0,0.0,,TerminateComplete,1.0,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/110.0.0.0 Safari/537.36",Windows 10.0,Chrome 110.0.0.0,129.210.115.8,2543.0,,1.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,1.0,,,,5.0,1.0,1.0,,3.0,49.0,CBC1_1677959355_6,,6.0,4.0,7.0,2.0,9.0,8.0,7.0,3.0,79.0,5.0,5.0,3.0,3.0,50.0,6.0,2.0,4.0,67.0,2.0,3.0,95.0,2.0,,63d6fd6a2ab6a0946433add6,shoes,cars,watches,2.0,2.0,2.0,4.0,5.0,0.0,1.0,0.0,0.0,6.0,4.0,"My ideal watch design is all black including the watch bracelet. To me, I personally find that to look aesthetically pleasing when I put a suit on. I would definitely say that all black watches are amongst my favorite.",4.0,5.0,5.0,9.0,2.0,6.0,3.0,5.0,3.0,93.0,136.0,12.0,16.0,-2.5,-1.0,2.5,2.5,1.0,2.0,1.5,4.0,2.0
50,5.0,1.0,06 Mar 2023 - 00:47:17 EST,06 Mar 2023 - 00:52:35 EST,318.0,316.0,1678081637.0,1678081955.0,0.0,,TerminateComplete,1.0,"Mozilla/5.0 (iPhone; CPU iPhone OS 16_0_2 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/16.0 Mobile/15E148 Safari/604.1",,Safari 604.1,2600:1700:4241:d48f::1006,428.0,,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,,,,5.0,2.0,2.0,,5.0,50.0,CBC1_1677959355_6,,17.0,8.0,9.0,8.0,23.0,7.0,8.0,5.0,6.0,9.0,8.0,4.0,7.0,6.0,3.0,3.0,4.0,9.0,3.0,8.0,3.0,9.0,,6100166b3f60cf7a8d837251,shoes,cars,watches,1.0,2.0,2.0,4.0,1.0,0.0,1.0,0.0,0.0,2.0,4.0,"I like a clean, minimalist look to watches. I tend to like darker watch faces best and prefer a leather band over a metal one.",4.0,4.0,5.0,12.0,2.0,6.0,5.0,5.0,12.0,18.0,66.0,27.0,16.0,-1.5,1.0,5.5,2.5,1.0,1.0,1.5,4.0,-2.0
